"Word"	"Pronunciation"	"Audio"	"Parts Of Speech"	"Meaning"	"Examples"	"Picture"	"Word Reference"
"anchor"	"anchor.ipa"	"anchor.mp3"	"V."	"secure or fasten firmly; be fixed in place"	"We set the post in concrete to anchor it in place.anchorage, N"	"anchor.png"	"https://www.wordreference.com/definition/anchor"
"ancillary"	"ancillary.ipa"	"ancillary.mp3"	"ADJ."	"serving as an aid or accessory; auxiliary"	"In an ancillary capacity Doctor Watson was helpful; however, Holmes could not trust the good doctor to solve a perplexing case on his own.also N"	"ancillary.png"	"https://www.wordreference.com/definition/ancillary"
"anecdote"	"anecdote.ipa"	"anecdote.mp3"	"N."	"short account of an amusing or interesting event"	"Rather than make concrete proposals for welfare reform, President Reagan told anecdotes about poor people who became wealthy despite their impoverished backgrounds"	"anecdote.png"	"https://www.wordreference.com/definition/anecdote"
"anguish"	"anguish.ipa"	"anguish.mp3"	"N."	"acute pain; extreme suffering"	"Visiting the site of the explosion, the president wept to see the anguish of the victims and their families"	"anguish.png"	"https://www.wordreference.com/definition/anguish"
"animated"	"animated.ipa"	"animated.mp3"	"ADJ."	"lively; spirited"	"Jim Carrey&rsquo;s facial expressions are highly animated: when he played Ace Ventura, he was practically rubber-faced"	"animated.png"	"https://www.wordreference.com/definition/animated"
"animosity"	"animosity.ipa"	"animosity.mp3"	"N."	"active enmity"	"He incurred the animosity of the ruling class because he advocated limitations of their power"	"animosity.png"	"https://www.wordreference.com/definition/animosity"
"animus"	"animus.ipa"	"animus.mp3"	"N."	"hostile feeling or intent"	"The animus of the speaker became obvious to all when he began to indulge in sarcastic and insulting remarks"	"animus.png"	"https://www.wordreference.com/definition/animus"
"annex"	"annex.ipa"	"annex.mp3"	"V."	"attach; take possession of"	"Mexico objected to the United States&rsquo; attempts to annex the territory that later became the state of Texas"	"annex.png"	"https://www.wordreference.com/definition/annex"
"annihilate"	"annihilate.ipa"	"annihilate.mp3"	"V."	"destroy"	"Archaeologists have found proof of the first ever use on British soil of a terrifying new weapon at the Battle of Killiecrankie, at which 2,500 Jacobites annihilated a force of 4,000 redcoats"	"annihilate.png"	"https://www.wordreference.com/definition/annihilate"
"annotate"	"annotate.ipa"	"annotate.mp3"	"V."	"comment; make explanatory notes"	"In the appendix to the novel, the critic sought to annotate many of the more esoteric references"	"annotate.png"	"https://www.wordreference.com/definition/annotate"
"annul"	"annul.ipa"	"annul.mp3"	"V."	"make void"	"The parents of the eloped couple tried to annul the marriage"	"annul.png"	"https://www.wordreference.com/definition/annul"
"anomalous"	"anomalous.ipa"	"anomalous.mp3"	"ADJ."	"abnormal; irregular"	"She was placed in the anomalous position of seeming to approve procedures that she despised"	"anomalous.png"	"https://www.wordreference.com/definition/anomalous"
"anomaly"	"anomaly.ipa"	"anomaly.mp3"	"N."	"irregularity"	"A bird that cannot fly is an anomaly"	"anomaly.png"	"https://www.wordreference.com/definition/anomaly"
"anonymity"	"anonymity.ipa"	"anonymity.mp3"	"N."	"state of being nameless; anonymousness"	"The donor of the gift asked the college not to mention her by name; the dean readily agreed to respect her anonymity.anonymous, ADJ"	"anonymity.png"	"https://www.wordreference.com/definition/anonymity"
"antagonism"	"antagonism.ipa"	"antagonism.mp3"	"N."	"hostility; active resistance"	"Barry showed his antagonism toward his new stepmother by ignoring her whenever she tried talking to him.antagonistic, ADJ"	"antagonism.png"	"https://www.wordreference.com/definition/antagonism"
"antecede"	"antecede.ipa"	"antecede.mp3"	"V."	"precede"	"The invention of the radiotelegraph anteceded the development of television by a quarter of a century"	"antecede.png"	"https://www.wordreference.com/definition/antecede"
"antecedents"	"antecedents.ipa"	"antecedents.mp3"	"N."	"preceding events or circumstances that influence what comes later; ancestors or early background"	"Susi Bechhofer&rsquo;s ignorance of her Jewish background had its antecedents in the chaos of World War II.Smuggled out of Germany and adopted by a Christian family, she knew nothing of her birth and antecedents until she was reunited with her Jewish family in 1989"	"antecedents.png"	"https://www.wordreference.com/definition/antecedents"
"anthology"	"anthology.ipa"	"anthology.mp3"	"N."	"book of literary selections by various authors"	"This anthology of science fiction was compiled by the late Isaac Asimov.anthologize, v"	"anthology.png"	"https://www.wordreference.com/definition/anthology"
"anticlimax"	"anticlimax.ipa"	"anticlimax.mp3"	"N."	"letdown in thought or emotion"	"After the fine performance in the first act, the rest of the play was an anticlimax.anticlimactic, ADJ"	"anticlimax.png"	"https://www.wordreference.com/definition/anticlimax"
"antidote"	"antidote.ipa"	"antidote.mp3"	"N."	"remedy to counteract a poison or disease"	"When Marge&rsquo;s child accidentally swallowed some cleaning fluid, the local poison control hotline instructed Marge how to administer the antidote"	"antidote.png"	"https://www.wordreference.com/definition/antidote"
"antipathy"	"antipathy.ipa"	"antipathy.mp3"	"N."	"aversion; dislike"	"Tom&rsquo;s extreme antipathy for disputes keeps him from getting into arguments with his temperamental wife.Noise in any form is antipathetic to him.Among his other antipathies are honking cars, boom boxes, and heavy metal rock"	"antipathy.png"	"https://www.wordreference.com/definition/antipathy"
"antiquated"	"antiquated.ipa"	"antiquated.mp3"	"ADJ."	"obsolete; outdated"	"Accustomed to editing his papers on word processors, Philip thought typewriters were too antiquated for him to use"	"antiquated.png"	"https://www.wordreference.com/definition/antiquated"
"antithesis"	"antithesis.ipa"	"antithesis.mp3"	"N."	"contrast; direct opposite of or to"	"This tyranny was the antithesis of all that he had hoped for, and he fought it with all his strength.antithetical or antithetic, ADJ"	"antithesis.png"	"https://www.wordreference.com/definition/antithesis"
"apathy"	"apathy.ipa"	"apathy.mp3"	"N."	"lack of caring; indifference"	"A firm believer in democratic government, she could not understand the apathy of people who never bothered to vote.apathetic, ADJ"	"apathy.png"	"https://www.wordreference.com/definition/apathy"
"apex"	"apex.ipa"	"apex.mp3"	"N."	"tip; summit; climax"	"At the apex of his career, the star received offers of leading roles daily; two years later, he was reduced to taking bit parts in B-movies"	"apex.png"	"https://www.wordreference.com/definition/apex"
"aplomb"	"aplomb.ipa"	"aplomb.mp3"	"N."	"poise; assurance"	"Gwen&rsquo;s aplomb in handling potentially embarrassing moments was legendary around the office; when one of her clients broke a piece of her best crystal, she coolly picked up her own goblet and hurled it into the fireplace"	"aplomb.png"	"https://www.wordreference.com/definition/aplomb"
"apocalyptic"	"apocalyptic.ipa"	"apocalyptic.mp3"	"ADJ."	"prophetic; pertaining to revelations"	"The crowd jeered at the street preacher&rsquo;s apocalyptic predictions of doom.The Apocalypse or Book of Revelations of Saint John prophesies the end of the world as we know it and foretells marvels and prodigies that signal the coming doom.apocalypse, N"	"apocalyptic.png"	"https://www.wordreference.com/definition/apocalyptic"
"apocryphal"	"apocryphal.ipa"	"apocryphal.mp3"	"ADJ."	"spurious; not authentic; invented rather than true"	"Although many versions exist of the famous story of Emerson&rsquo;s visit to Thoreau in jail, in his writings Thoreau never mentions any such visit by Emerson, and so the tale is most likely apocryphal"	"apocryphal.png"	"https://www.wordreference.com/definition/apocryphal"
"apolitical"	"apolitical.ipa"	"apolitical.mp3"	"ADJ."	"having an aversion or lack of concern for political affairs"	"It was hard to remain apolitical during the Vietnam War; even people who generally ignored public issues felt they had to take political stands"	"apolitical.png"	"https://www.wordreference.com/definition/apolitical"
"apologist"	"apologist.ipa"	"apologist.mp3"	"N."	"one who writes in defense of a cause or institution"	"Rather than act as an apologist for the regime in Beijing and defend its brutal actions, the young diplomat decided to defect to the West"	"apologist.png"	"https://www.wordreference.com/definition/apologist"
"apostate"	"apostate.ipa"	"apostate.mp3"	"N."	"one who abandons his religious faith or political beliefs"	"Because he switched from one party to another, his former friends shunned him as an apostate.An apostle passionately adheres to a belief or cause; an apostate passionately renounces or abandons one.apostasy, N"	"apostate.png"	"https://www.wordreference.com/definition/apostate"
"appall"	"appall.ipa"	"appall.mp3"	"V."	"dismay; shock"	"We were appalled by the horrifying conditions in the city&rsquo;s jails"	"appall.png"	"https://www.wordreference.com/definition/appall"
"apparition"	"apparition.ipa"	"apparition.mp3"	"N."	"ghost; phantom"	"On the castle battlements, an apparition materialized and spoke to Hamlet, warning him of his uncle&rsquo;s treachery.In Ghostbusters, hordes of apparitions materialized, only to be dematerialized by the specialized apparatus wielded by Bill Murray"	"apparition.png"	"https://www.wordreference.com/definition/apparition"
"appease"	"appease.ipa"	"appease.mp3"	"V."	"pacify or soothe; relieve"	"Tom and Jody tried to appease the crying baby by offering him one toy after another.However, he would not calm down until they appeased his hunger by giving him a bottle.appeasement, N"	"appease.png"	"https://www.wordreference.com/definition/appease"
"append"	"append.ipa"	"append.mp3"	"V."	"attach"	"When you append a bibliography to a text, you have created an appendix"	"append.png"	"https://www.wordreference.com/definition/append"
"application"	"application.ipa"	"application.mp3"	"N."	"diligent attention"	"Pleased with how well Tom had whitewashed the fence, Aunt Polly praised him for his application.(Tom had applied himself to applying the paint.) (secondary meaning) apply, v"	"application.png"	"https://www.wordreference.com/definition/application"
"apposite"	"apposite.ipa"	"apposite.mp3"	"ADJ."	"appropriate; fitting"	"She was always able to find the apposite phrase, the correct expression for every occasion"	"apposite.png"	"https://www.wordreference.com/definition/apposite"
"appraise"	"appraise.ipa"	"appraise.mp3"	"V."	"estimate value of"	"It is difficult to appraise old paintings; it is easier to call them priceless.appraisal, N"	"appraise.png"	"https://www.wordreference.com/definition/appraise"
"appreciate"	"appreciate.ipa"	"appreciate.mp3"	"V."	"be thankful for; increase in worth; be thoroughly conscious of"	"Little Orphan Annie truly appreciated the stocks Daddy Warbucks gave her, whose value appreciated considerably over the years"	"appreciate.png"	"https://www.wordreference.com/definition/appreciate"
"apprehend"	"apprehend.ipa"	"apprehend.mp3"	"V."	"arrest (a criminal); dread; perceive"	"The police will apprehend the culprit and convict him before long"	"apprehend.png"	"https://www.wordreference.com/definition/apprehend"
"apprehensive"	"apprehensive.ipa"	"apprehensive.mp3"	"ADJ."	"fearful; discerning"	"His apprehensive glances at the people who were walking in the street revealed his nervousness"	"apprehensive.png"	"https://www.wordreference.com/definition/apprehensive"
"apprise"	"apprise.ipa"	"apprise.mp3"	"V."	"inform"	"When NASA was apprised of the dangerous weather conditions, the head of the space agency decided to postpone the shuttle launch"	"apprise.png"	"https://www.wordreference.com/definition/apprise"
"approbation"	"approbation.ipa"	"approbation.mp3"	"N."	"approval"	"Wanting her parents&rsquo; regard, she looked for some sign of their approbation.Benjamin Franklin, that shrewd observer of mankind, once wrote, &ldquo;We must not in the course of public life expect immediate approbation and immediate grateful acknowledgment of our services.&rdquo;"	"approbation.png"	"https://www.wordreference.com/definition/approbation"
"appropriate"	"appropriate.ipa"	"appropriate.mp3"	"V."	"acquire; take possession of for one’s own use"	"The ranch owners appropriated the lands that had originally been set aside for the Indians&rsquo; use"	"appropriate.png"	"https://www.wordreference.com/definition/appropriate"
"apropos"	"apropos.ipa"	"apropos.mp3"	"ADJ."	"to the point and timely"	"When Bob spoke out against drunk driving, some of our crowd called him a spoilsport, but the rest of us found his comments extremely apropos"	"apropos.png"	"https://www.wordreference.com/definition/apropos"
"apropos(2)"	"apropos.ipa"	"apropos.mp3"	"PREP."	"with reference to; regarding"	"Apropos the waltz, the dance has its faults"	"apropos.png"	"https://www.wordreference.com/definition/apropos"
"aptitude"	"aptitude.ipa"	"aptitude.mp3"	"N."	"fitness; talent"	"The American aviator Bessie Coleman grew up in Waxahatchie, Texas, where her mathematical aptitude freed her from working in the cotton fields with her twelve brothers and sisters"	"aptitude.png"	"https://www.wordreference.com/definition/aptitude"
"arable"	"arable.ipa"	"arable.mp3"	"ADJ."	"fit for growing crops"	"The first settlers wrote home glowing reports of the New World, praising its vast acres of arable land ready for the plow"	"arable.png"	"https://www.wordreference.com/definition/arable"
